Algo,Demand pattern,T,Fixed ordering cost,Proportional ordering cost,Penalty cost,Distribution,Distribution type,Computing time,Cost,s,S,Orders,Inventory
MCDP,SIN1,10,1000,0,20,normal,1,1.734675,3957.669738462053,"[107.8401042  141.34486529 123.84434526  72.32384394  13.52494998
 -12.25266208  15.08505931  72.58022442 137.25122808  96.77497008]","[573.12393608 450.6107008  295.18545113 164.58663597 179.42056961
 451.82379742 449.02462158 420.62362633 337.30599785 196.84671707]","[5.73123936e+02 0.00000000e+00 2.53131949e-03 2.55712247e+00
 6.84243406e+00 3.53067647e+00 6.91269119e+01 2.64296019e+02
 5.66748755e+01 1.32041769e-01]","[443.09797324 293.07413996 166.11218117  92.68464055  72.52312402
  66.05509767  99.19034662 275.50398154 196.21338071  47.31910303]"
MCDP,SIN1,10,1500,0,20,normal,1,2.270427,4969.557015539889,"[107.34881434 141.04383681 123.73225981  54.92163302   4.58290638
 -12.27048736  15.07537472  72.57743005 137.14001036  71.23487345]","[578.74139595 453.16528873 295.55711708 164.58850136 473.34381924
 452.30082779 449.26165771 420.69018803 337.30367699 196.77889023]","[5.78741396e+02 0.00000000e+00 1.43899753e-03 8.23706023e-01
 1.26537769e+01 8.94784306e+00 6.23959071e+01 2.59404835e+02
 5.26090720e+01 2.47338074e-02]","[448.71543311 298.69159983 171.72854872  96.56759165  82.21741792
  81.16655816 107.5708023  278.99325359 195.6368493   46.63526366]"
BS,SIN1,10,500,0,20,normal,1,33.795975,2883.30311119075,[137.9 167.8 144.8  81.7  20.1   3.   20.9  77.  139.2 125.3],"[558.96063384 430.95329258 280.95329258 156.61707459 179.61951566
 152.61951566 154.90713957 404.52622539 337.48879861 201.48879861]","[5.58960634e+02 0.00000000e+00 5.40600117e-02 6.44560165e+00
 1.11124220e+01 7.32215637e+00 2.70607175e+01 2.42143881e+02
 1.15109252e+02 2.53996104e+00]","[428.934671   278.91083771 152.00040762  82.46134617  66.56981759
  63.89327114  54.96232573 209.1238226  188.26759783  41.78123942]"
BS,SIN1,10,1000,0,20,normal,1,20.797982,3984.092747463206,[137.9 167.8 144.8  81.7  15.1  -7.3  19.2  77.  139.2  96.5],"[558.96063384 430.95329258 280.95329258 156.61707459 179.61951566
 439.50112764 440.52622539 404.52622539 337.48879861 201.48879861]","[5.58960634e+02 0.00000000e+00 5.40600117e-02 6.44560165e+00
 8.22431509e+00 9.04880108e+00 9.41472174e+01 2.47915616e+02
 3.79732328e+01 5.27094320e-01]","[428.934671   278.91083771 152.00040762  82.46134617  63.68171068
  62.73180894 120.88736336 280.82059547 182.82835194  34.32912681]"
BS,SIN1,10,1500,0,20,normal,1,22.975491,5011.393793539878,[137.9 167.8 144.8  59.7  10.   -7.3  19.2  77.  139.2  71.4],"[558.96063384 430.95329258 280.95329258 534.25373449 466.50112764
 439.50112764 440.52622539 404.52622539 337.48879861 201.48879861]","[5.58960634e+02 0.00000000e+00 5.40600117e-02 1.21744729e+01
 3.12779837e+01 1.72856780e+01 9.45523485e+01 2.23033253e+02
 2.30361924e+01 9.97188555e-02]","[428.934671   278.91083771 152.00040762  88.19021746  92.46425062
  99.75122581 158.31191132 293.36278081 180.43349689  31.5068963 ]"
MCDP,SIN1,10,500,0,20,normal,2,1.631822,3038.034580446325,"[116.83827954 154.83792091 135.56532975  77.71476921  19.1816563
   2.06229488  20.87381775  75.23066808 146.38761426 129.78472431]","[520.50526314 430.36108131 297.06788998 168.02027397 188.53021088
 165.87914581 162.43891449 435.75143661 362.35783157 220.59706993]","[520.50526314   0.           7.26129058  34.37554027  20.82854578
   8.66510763  26.31534763 243.40873065 136.32163444   3.39098317]","[390.46198972 240.42132346 120.73159968  79.12746587  72.94931993
  71.61602274  61.94265336 217.37506694 217.74360804  72.09019644]"
MCDP,SIN1,10,1000,0,20,normal,2,1.976748,4187.171242091948,"[111.53911405 149.8258782  132.50570419  72.32339638  13.16486152
 -13.00655925  14.16009654  74.62604797 145.66464448  97.68090072]","[579.06002169 466.23146362 317.55269375 172.53435745 188.545784
 464.50250854 466.86623821 443.48544617 363.45999298 220.65078735]","[5.79060022e+02 0.00000000e+00 5.30914129e-01 9.98876011e+00
 1.11939176e+01 5.08602738e+00 6.03451254e+01 2.31454865e+02
 1.01597697e+02 1.54320292e+00]","[449.01674827 298.97608201 172.55598177 106.56506781  90.75229373
  85.83991629 110.19632465 253.67487274 219.31947675  71.81828489]"
MCDP,SIN1,10,1500,0,20,normal,2,2.08729,5222.53672608338,"[109.98156384 148.58877774 130.01385938  55.75822324   3.64881438
 -13.15400841  14.063824    74.56435231 143.73359011  70.66231844]","[593.57938671 473.82804337 319.52977238 172.58440475 485.61893997
 468.23614674 469.03712368 444.4351181  363.45582733 220.7879631 ]","[5.93579387e+02 0.00000000e+00 2.20639851e-01 4.42937713e+00
 2.20817323e+01 1.11344560e+01 5.42788786e+01 2.10950852e+02
 1.01281552e+02 1.46109252e+00]","[463.53611329 313.49544703 186.76507252 115.21477557 110.28981612
 111.42586731 129.71602887 252.69056374 218.01902231  70.43572006]"
BS,SIN1,10,500,0,20,normal,2,30.332971,3087.763263174898,[286.8 291.2 207.4  93.7  20.5   2.7  21.2  82.6 150.5 130.8],"[561.18889762 433.39663888 283.39663888 160.38637189 188.8333535
 161.8333535  170.45922373 420.12692808 363.66391291 227.66391291]","[5.61188898e+02 2.66844935e-02 1.12571524e+01 1.03550832e+01
 8.87157757e+00 5.62667884e+00 2.39291535e+01 2.40274475e+02
 1.26518735e+02 7.17594107e+00]","[431.14562421 281.13164244 165.43778051  99.8131896   81.67807545
  77.30634947  65.24678597 217.54494401 208.11058567  66.24213196]"
BS,SIN1,10,1000,0,20,normal,2,29.672935,4259.916696511332,[286.8 291.2 207.4  90.9  15.4  -5.8  20.4  82.6 150.5  98.1],"[561.18889762 433.39663888 283.39663888 160.38637189 188.8333535
 449.61386647 456.12692808 420.12692808 363.66391291 227.66391291]","[5.61188898e+02 2.66844935e-02 1.12571524e+01 9.69492893e+00
 7.65515815e+00 9.63780560e+00 7.71400451e+01 2.39328005e+02
 6.58186951e+01 3.06271368e+00]","[431.14562421 281.13164244 165.43778051  99.15303537  79.80150179
  79.44090257 120.59223067 271.94391853 201.80952024  55.82783915]"
BS,SIN1,10,1500,0,20,normal,2,31.023364,5312.212785117407,[286.8 291.2 185.2  66.2  11.8  -5.8  20.4  82.6 150.5  70.1],"[561.18889762 433.39663888 283.39663888 540.04162673 476.61386647
 449.61386647 456.12692808 420.12692808 363.66391291 227.66391291]","[5.61188898e+02 2.66844935e-02 6.58936076e+00 3.27082123e+01
 3.88458792e+01 1.69812819e+01 7.75753552e+01 1.91866793e+02
 5.10939926e+01 1.62345441e+00]","[431.14562421 281.13164244 160.76998884 117.4985271  129.33771454
 136.32059161 177.9072298  281.79770556 196.93860482  49.51766445]"
MCDP,SIN2,10,500,0,5,normal,0,1.476885,2850.593389792361,"[63.57235217 67.99632652 55.23495809 51.84051882 36.02831982 30.02276412
  9.65546547 49.84823044 94.74254785 26.45379691]","[371.08320808 349.46861267 426.53515816 319.74462891 228.49924088
 254.29436874 429.5491581  358.04189301 262.50324154 141.688797  ]","[3.71083208e+02 0.00000000e+00 6.43352357e-02 3.18805453e+02
 1.84112673e+00 0.00000000e+00 1.27521494e-03 3.64141593e+02
 9.48336198e-02 0.00000000e+00]","[249.07102552 119.06070232  -0.85818612 219.95715481 144.79264829
  74.79718843  -6.19215717 254.95974514 131.0703175    1.05883594]"
MCDP,SIN2,10,1000,0,5,normal,0,1.653645,4119.775638462249,"[ 26.26669822  50.781938    55.23492411  50.39406523 -17.50708005
 -14.99531414   9.65546918  49.84819814  72.81308172 -73.54547175]","[582.64544106 485.10379219 426.53532028 319.74475098 514.40768242
 486.54605961 429.5491581  358.04182434 262.49793434 141.62828827]","[582.64544106   0.           0.           0.           0.
  10.50156367 435.10923591  18.4375651    0.           0.        ]","[460.63325849 330.62293529 210.63971162 112.64959988  35.64396664
 -23.84992955 330.26868555 245.71656004 121.73229878  -8.27918278]"
MCDP,SIN2,10,1500,0,5,normal,0,1.805877,5119.77565726025,"[  26.26669785   50.78190172    5.29236112    0.33666279  -17.50708792
  -14.99533649    9.65543999   49.84809872   22.87447582 -173.54587486]","[582.64544106 485.10379219 426.53523922 576.86152697 514.40748596
 486.54615211 429.54932213 358.042099   262.49606419 141.65691376]","[582.64544106   0.           0.           0.           0.
  10.50156557 435.10938934  18.43757719   0.           0.        ]","[460.63325849 330.62293529 210.63971162 112.64959988  35.64396664
 -23.84992764 330.26884088 245.71672747 121.73246621  -8.27901535]"
BS,SIN2,10,500,0,5,normal,0,31.224054,2851.744971530324,[69.1 72.4 59.8 55.4 38.2 31.7 14.3 53.9 96.2 26.1],"[370.32040856 349.22043125 437.61749826 322.58719207 229.00872379
 252.55835068 432.52265394 355.1804426  259.64133887 143.89475134]","[3.70320409e+02 0.00000000e+00 1.97866013e-01 3.23048271e+02
 1.04131129e+00 0.00000000e+00 2.11309068e-03 3.58489056e+02
 7.07659432e-02 0.00000000e+00]","[248.30822599 118.29790279  -1.48745487 223.57070441 147.60638247
  77.6109226   -3.37758512 252.12178068 128.20828537  -1.80319619]"
BS,SIN2,10,1000,0,5,normal,0,24.933146,4120.934295061624,[ 31.6  54.9  59.8  50.3 -15.5 -11.5  14.3  53.9  73.  -73.8],"[585.41229069 487.7558627  437.61749826 322.58719207 492.00975085
 494.54660215 432.52265394 355.1804426  259.64133887 143.89475134]","[585.41229069   0.           0.           0.           0.
  11.34802456 437.17667967  15.54257729   0.           0.        ]","[463.40010813 333.38978493 213.40656125 115.41644952  38.41081628
 -20.23661902 335.94943984 248.50232652 124.51806527  -5.49341629]"
BS,SIN2,10,1500,0,5,normal,0,24.465923,5120.934295061625,[  31.6   51.9   11.2    3.6  -15.6  -11.5   14.3   53.9   23.  -173.8],"[585.41229069 487.7558627  678.38096938 566.25345513 545.23228684
 494.54660215 432.52265394 355.1804426  259.64133887 143.89475134]","[585.41229069   0.           0.           0.           0.
  11.34802456 437.17667967  15.54257729   0.           0.        ]","[463.40010813 333.38978493 213.40656125 115.41644952  38.41081628
 -20.23661902 335.94943984 248.50232652 124.51806527  -5.49341629]"
MCDP,SIN2,10,500,0,5,normal,1,1.883083,2969.9478226761203,"[59.12869747 62.90782156 56.55160786 51.40173222 35.23470381 25.2332977
  9.76280501 47.54269884 92.59165582 22.90861948]","[380.40726089 374.30505753 402.03536987 315.06290531 231.30861282
 254.34952354 420.57381821 359.07632446 271.00550652 153.38912201]","[3.80407261e+02 0.00000000e+00 7.92306934e+00 2.59808105e+02
 3.97099749e+01 1.20730640e+00 8.14036136e+00 3.46870685e+02
 1.32498233e+01 5.88315465e-02]","[258.38289577 128.36224026  16.31886226 178.14674427 140.8454527
  72.06183938  -0.77904089 243.11226273 132.39356354   2.42943181]"
MCDP,SIN2,10,1000,0,5,normal,1,1.609784,4200.500632220244,"[ 23.59045504  51.10299008  56.44669642  38.25579127 -13.83277252
 -12.55320411   9.70591719  47.54224102  68.60170585 -77.09162459]","[581.45196915 495.12113285 403.69018936 315.07239819 516.73697376
 467.06119537 421.1642189  359.08387756 271.00174713 153.3888855 ]","[5.81451969e+02 0.00000000e+00 0.00000000e+00 1.23263761e-02
 2.20265364e+00 8.46236320e+01 2.92737362e+02 7.61048571e+01
 3.83502008e-01 1.20865402e-03]","[459.42760402 329.40694851 209.44050117 111.47260407  36.66399124
  51.29670349 263.05282351 236.17829939 112.59327888 -17.42847575]"
MCDP,SIN2,10,1500,0,5,normal,1,1.907506,5200.501570131563,"[  23.58982243   50.40855691   -0.62792375   -3.9625362   -13.83832397
  -12.55323803    9.70588753   47.54215818   19.74878128 -177.09209634]","[581.46137238 495.13737202 692.9884572  593.78602695 516.82400417
 467.06163883 421.16429901 359.08401489 271.00447655 153.35914421]","[5.81461372e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.22707167e+00 8.46031111e+01 2.92734075e+02 7.61086991e+01
 3.78459715e-01 0.00000000e+00]","[459.43700725 329.41635174 209.4499044  111.46968093  36.68548612
  51.29767748 263.05051046 236.17982835 112.58976555 -17.43319773]"
BS,SIN2,10,500,0,5,normal,1,37.319354,2975.9539932965263,[72.3 69.5 64.5 58.3 39.5 28.7 18.6 55.2 96.3 22.4],"[368.80761711 350.4585025  429.14913652 319.47003414 225.84514155
 251.25987135 427.51980787 360.26127882 264.69117774 157.50610269]","[3.68807617e+02 0.00000000e+00 2.71533971e+01 2.76407061e+02
 1.84666559e+01 4.12005754e-01 1.24506883e+01 3.45038453e+02
 9.32898171e+00 5.14672991e-02]","[246.78325199 116.76259647  23.94954627 202.37638334 143.83177277
  74.2528588    5.72230549 247.78137689 133.14183608   3.1703401 ]"
BS,SIN2,10,1000,0,5,normal,1,31.810896,4205.199673097041,[ 44.3  61.1  64.5  43.1  -6.6  -5.8  18.6  55.2  70.1 -77.6],"[574.12508384 480.43752539 429.14913652 319.47003414 505.15357658
 480.9554043  427.51980787 360.26127882 264.69117774 157.50610269]","[5.74125084e+02 0.00000000e+00 0.00000000e+00 3.16974541e-02
 4.98170865e+00 1.25326982e+02 2.90566150e+02 4.62384184e+01
 1.50940790e-01 3.17966023e-03]","[452.10071872 322.0800632  202.11361586 104.16508985  32.13553202
  87.47159469 297.05650277 240.31554    116.49795828 -13.52182534]"
BS,SIN2,10,1500,0,5,normal,1,22.852326,5205.20428527585,[  44.3   53.8   18.9    8.6   -6.6   -5.8   18.6   55.2   20.1 -177.6],"[574.12508384 480.43752539 683.19773877 579.23659025 505.15357658
 480.9554043  427.51980787 360.26127882 264.69117774 157.50610269]","[5.74125084e+02 0.00000000e+00 0.00000000e+00 2.30959890e-03
 5.04202510e+00 1.25326982e+02 2.90565321e+02 4.62012966e+01
 1.45429974e-01 0.00000000e+00]","[452.10071872 322.0800632  202.11361586 104.13570199  32.16646062
  87.50252329 297.08660252 240.30851792 116.48542538 -13.5375379 ]"
MCDP,SIN2,10,500,0,5,normal,2,2.09872,3066.332024188007,"[55.9780566  61.83699078 57.29871484 51.13271665 36.07174879 20.54349262
 10.50137333 45.81500134 90.69720917 19.40359385]","[385.42444229 394.95020008 385.36598969 314.28454971 243.50127411
 252.4643898  407.47578621 359.37014008 279.50909424 165.08881187]","[385.42444229   0.          27.26862019 207.58112894  62.04474998
  11.93757468  36.9159948  273.85503242  53.32850039   2.35028816]","[263.38383185 133.34858776  40.66349359 150.27083226 135.29649843
  77.24523938  33.18662093 204.06937314 133.44064137   5.75219583]"
MCDP,SIN2,10,1000,0,5,normal,2,2.961506,4294.130961289327,"[ 22.23696789  49.29686564  55.55781893  34.15363002 -14.31921697
 -12.36179127   9.26509066  45.703033    63.67547584 -80.63421678]","[573.96704912 493.50684643 399.1544342  315.52829647 515.73484707
 462.60984707 416.71568394 360.4164505  279.5069046  165.02593231]","[5.73967049e+02 0.00000000e+00 0.00000000e+00 1.40530755e+00
 2.37602324e+01 1.28117361e+02 2.06905302e+02 9.23151276e+01
 5.86572902e+00 2.65555553e-01]","[451.92643868 321.89119459 201.93748023 105.36899752  52.11014615
 110.23867331 236.16936249 225.51220984 107.42070669 -22.35247145]"
MCDP,SIN2,10,1500,0,5,normal,2,1.172398,5293.964894368459,"[  22.05108697   48.06810737   -2.69308435   -6.16809085  -14.69502308
  -12.39708931    9.26415543   45.44793382   16.5233713  -180.6348916 ]","[575.66998959 495.22706509 683.66295862 595.20785189 518.44799805
 462.92718601 416.72834873 360.41672516 279.50375366 165.03235245]","[5.75669990e+02 0.00000000e+00 0.00000000e+00 3.57623656e-01
 2.47033586e+01 1.25519685e+02 2.07171043e+02 9.32087097e+01
 5.36924310e+00 1.17722616e-02]","[453.62937915 323.59413505 203.64042069 106.02425409  53.70852889
 109.23938036 235.43581041 225.67223991 107.08425085 -22.94271059]"
BS,SIN2,10,500,0,5,normal,2,31.013502,3078.8423493047594,[76.4 75.  72.4 63.  41.2 25.6 22.9 58.1 99.3 18.6],"[367.29482567 415.82927738 420.68077479 316.35287621 231.05533136
 257.88517445 422.51696181 361.90361824 269.74101661 171.11745403]","[3.67294826e+02 6.84692040e-04 7.99749421e+01 2.05537861e+02
 3.07416502e+01 6.51975712e+00 5.98695864e+01 2.78049943e+02
 3.00968944e+01 2.03970128e+00]","[245.25421523 115.21965583  75.24088359 182.80495424 136.52752062
  73.058444    51.9534171  227.03107953 133.17074176   5.17170934]"
BS,SIN2,10,1000,0,5,normal,2,25.987223,4301.471665330677,[ 58.5  74.   72.4  40.8  -0.9   0.1  22.9  58.1  67.7 -81.4],"[587.65182077 473.11918809 420.68077479 316.35287621 520.4652698
 467.36420645 422.51696181 361.90361824 269.74101661 171.11745403]","[5.87651821e+02 0.00000000e+00 3.48915565e-04 9.87035758e-01
 2.39306054e+01 1.23397962e+02 2.06127816e+02 8.89524597e+01
 5.50094831e+00 2.14660691e-01]","[465.61121033 335.57596623 215.62260079 118.63584629  65.54736786
 118.95649571 244.1096985  230.08987801 111.63359416 -18.19047885]"
BS,SIN2,10,1500,0,5,normal,2,24.042426,5300.769716397523,"[ 5.850e+01  6.020e+01  2.790e+01  1.480e+01 -9.000e-01  1.000e-01
  2.290e+01  5.810e+01  1.710e+01 -1.814e+02]","[587.65182077 473.11918809 677.6772974  578.47731169 520.4652698
 467.36420645 422.51696181 361.90361824 269.74101661 171.11745403]","[5.87651821e+02 0.00000000e+00 0.00000000e+00 5.38649213e-01
 2.53387041e+01 1.23412259e+02 2.05939270e+02 8.79834717e+01
 4.58662515e+00 1.06671044e-02]","[465.61121033 335.57596623 215.62225187 118.18711083  66.5067311
 119.93015674 244.89481313 229.9060046  110.53539759 -19.49266901]"
MCDP,SIN2,10,500,0,10,normal,0,1.627482,2935.7600022332176,"[ 90.83423512 100.51304061  84.86263127  73.57274931  55.5846601
  50.04127104  44.80872932  75.14932212 109.63538414  77.86346915]","[383.67319336 359.82675285 447.46627407 332.53745041 236.47938805
 263.44459534 196.41523132 370.30310726 270.66493416 145.54204102]","[3.83673193e+02 0.00000000e+00 1.60552962e+00 3.18730756e+02
 5.15609591e-01 0.00000000e+00 2.33562709e-01 3.63146362e+02
 3.90838803e-01 1.78117044e-03]","[261.6610108  131.65068759  13.27299354 234.0136378  157.52361416
  87.52815429   6.77109619 266.92776782 143.33434536  13.32464498]"
MCDP,SIN2,10,1000,0,10,normal,0,1.644232,4259.153785187781,"[ 70.99613673  87.57283943  84.84009161  73.5710405   31.56603182
  25.21216888  43.65482476  75.14915744 109.63564001  27.86286622]","[612.78432713 499.16322803 447.63301506 332.55401382 236.47947922
 511.81120987 446.76428337 370.30317764 270.664575   145.57824097]","[6.12784327e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.06389102e-04 2.54020145e+01 4.12800130e+02 1.26638168e+01
 0.00000000e+00 0.00000000e+00]","[490.77214456 360.76182136 240.77859769 142.78848595  65.7830591
  21.18961374 352.99912252 262.6732487  138.68898745   8.67750589]"
MCDP,SIN2,10,1500,0,10,normal,0,1.74534,5259.153783891125,"[ 70.99613856  87.57280479  74.58517511  39.53546352  25.84831032
  25.21216555  43.65481593  75.14905251 103.6888303  -22.13648135]","[612.7846199  499.16332321 447.6331007  675.60237751 583.65686569
 511.81140594 446.76436901 370.30331841 270.6638567  145.54209595]","[612.7846199    0.           0.           0.           0.
  25.40159512 412.80092522  12.66343794   0.           0.        ]","[490.77243734 360.76211414 240.77889046 142.78877873  65.78314549
  21.18928075 352.99958515 262.67333248 138.68907122   8.67758966]"
BS,SIN2,10,500,0,10,normal,0,37.013043,2939.1976558395763,[ 94.8 104.6  90.9  76.8  57.3  51.7  47.6  78.1 110.5  77.8],"[380.36648764 354.83263157 447.00872379 329.51498807 233.64737916
 261.18123523 443.64133887 366.06369495 267.89475134 152.95824805]","[3.80366488e+02 0.00000000e+00 6.51223426e+00 3.14409823e+02
 1.89941678e-01 0.00000000e+00 2.19748256e+00 3.60356060e+02
 5.74916207e-04 6.16107103e-03]","[258.35430508 128.34398187  14.87299246 231.29270393 154.47701237
  84.48155251   5.68841425 263.05478323 139.07109689   9.0657764 ]"
BS,SIN2,10,1000,0,10,normal,0,28.37608,4260.501762193975,[ 79.8  94.6  90.9  76.8  33.3  30.   47.6  78.1 110.5  27.8],"[616.02023832 495.87173661 447.00872379 329.51498807 233.64737916
 509.61893941 443.64133887 366.06369495 267.89475134 152.95824805]","[616.02023832   0.           0.           0.           0.
  28.43400985 404.37030832  11.68038398   0.           0.        ]","[494.00805576 363.99773256 244.01450889 146.02439715  69.01876391
  27.4573139  350.83700141 259.52769478 135.54343352   5.53195196]"
BS,SIN2,10,1500,0,10,normal,0,25.417389,5260.501762193976,[ 79.8  94.6  80.3  45.3  31.1  30.   47.6  78.1 105.7 -22.2],"[616.02023832 495.87173661 447.00872379 677.52265394 583.1804426
 509.61893941 443.64133887 366.06369495 267.89475134 152.95824805]","[616.02023832   0.           0.           0.           0.
  28.43400985 404.37030832  11.68038398   0.           0.        ]","[494.00805576 363.99773256 244.01450889 146.02439715  69.01876391
  27.4573139  350.83700141 259.52769478 135.54343352   5.53195196]"
